Geography,Gender,Age,Balance,NumOfProducts,Exited
Germany,Male,43.0,120777.88,2,0
Germany,Male,22.0,124580.71,2,0
Germany,Female,49.0,95441.27,1,0
Germany,Male,46.0,172274.01,2,1
Germany,Female,37.0,170057.62,1,0
Germany,Female,36.0,145387.32,2,0
Germany,Male,41.0,131955.07,1,0
Germany,Female,28.0,120962.59,1,0
Germany,Female,39.0,140700.61,2,0
Germany,Male,33.0,108805.42,2,0
Germany,Male,52.0,124577.33,1,1
Germany,Female,52.0,105736.32,1,1
Germany,Male,50.0,167924.95,2,0
Germany,Female,61.0,183997.7,2,0
Germany,Female,33.0,118613.34,1,1
Germany,Male,36.0,151027.06,2,0
Germany,Male,64.0,106288.54,1,1
Germany,Male,53.0,75075.31,1,1
Germany,Male,34.0,106511.85,2,0
Germany,Male,47.0,96781.39,3,1
Germany,Female,42.0,123936.97,2,0
Germany,Female,58.0,136953.26,3,1
Germany,Male,27.0,120586.54,1,0
Germany,Male,57.0,115680.81,2,0
Germany,Female,52.0,128718.92,1,1
Germany,Male,46.0,144584.18,1,1
Germany,Male,60.0,118723.11,1,1
Germany,Female,45.0,150525.03,1,1
Germany,Female,47.0,155423.17,1,1
Germany,Female,56.0,123356.63,1,1
Germany,Female,70.0,130622.18,1,1
Germany,Male,32.0,131378.43,1,0
Germany,Female,38.0,131207.09,1,1
Germany,Male,22.0,110791.97,2,0
Germany,Male,28.0,132876.23,1,1
Germany,Male,36.0,161887.81,1,0
Germany,Male,38.0,147127.81,2,0
Germany,Male,27.0,108433.83,1,0
Germany,Male,32.0,146053.66,2,0
Germany,Female,33.0,129732.8,2,0
Germany,Male,33.0,99745.95,1,1
Germany,Female,27.0,122265.6,2,0
Germany,Female,46.0,91522.69,1,1
Germany,Male,32.0,106192.1,2,0
Germany,Female,49.0,103430.11,1,1
Germany,Male,37.0,152328.88,2,0
Germany,Female,40.0,89175.06,1,0
Germany,Male,42.0,137560.38,2,0
Germany,Male,46.0,151855.33,1,1
Germany,Female,36.0,94108.54,2,0
Germany,Male,35.0,123817.77,1,0
Germany,Female,55.0,154953.66,1,0
Germany,Female,28.0,139986.65,1,1
Germany,Female,35.0,97544.84,2,0
Germany,Female,32.0,165947.99,2,0
Germany,Male,34.0,108432.88,2,0
Germany,Female,40.0,131569.07,2,0
Germany,Female,44.0,146498.76,1,0
Germany,Male,39.0,90971.89,2,0
Germany,Male,38.0,135927.64,3,1
Germany,Female,35.0,118287.01,1,1
Germany,Female,45.0,126597.89,1,1
Germany,Female,47.0,112755.66,1,1
Germany,Male,41.0,84622.13,1,1
Germany,Male,29.0,104449.8,1,0
Germany,Female,57.0,155726.73,3,1
Germany,Male,62.0,123365.35,3,1
Germany,Female,48.0,115465.52,1,1
Germany,Male,35.0,127948.57,1,0
Germany,Male,36.0,124439.49,1,0
Germany,Male,29.0,114737.92,2,0
Germany,Female,56.0,170252.05,1,1
Germany,Male,40.0,102980.44,1,0
Germany,Female,29.0,136624.64,1,0
Germany,Female,34.0,111568.01,2,0
Germany,Female,44.0,125927.45,1,1
Germany,Female,35.0,136475.24,1,0
Germany,Male,29.0,77554.47,1,1
Germany,Female,35.0,164672.66,1,0
Germany,Male,35.0,96748.89,1,1
Germany,Female,38.0,103729.79,2,0
Germany,Male,25.0,104763.41,2,0
Germany,Female,24.0,126439.19,3,1
Germany,Female,40.0,95448.83,1,0
Germany,Male,42.0,117468.97,1,1
Germany,Male,48.0,123692.0,1,1
Germany,Male,48.0,131287.69,1,1
Germany,Male,28.0,108601.0,1,0
Germany,Male,28.0,154969.79,1,0
Germany,Female,25.0,151933.63,2,0
Germany,Male,41.0,83562.93,2,0
Germany,Male,41.0,101090.27,2,0
Germany,Female,29.0,130274.22,1,0
Germany,Female,39.0,120962.13,1,1
Germany,Male,46.0,121457.64,2,1
Germany,Female,45.0,126674.81,2,0
Germany,Male,32.0,124548.19,2,0
Germany,Male,59.0,109003.18,1,1
Germany,Male,41.0,81733.71,1,0
Germany,Female,37.0,135120.58,2,0
Germany,Male,34.0,106116.92,2,0
Germany,Male,40.0,133964.21,1,0
Germany,Male,44.0,115897.73,1,1
Germany,Female,22.0,123086.39,2,0
Germany,Male,35.0,117212.18,1,1
Germany,Female,40.0,128605.32,3,1
Germany,Male,32.0,127631.62,2,0
Germany,Female,48.0,114715.85,1,1
Germany,Male,24.0,107065.31,2,0
Germany,Male,32.0,110483.86,2,0
Germany,Male,41.0,136659.74,1,0
Germany,Male,38.0,137791.05,1,0
Germany,Male,51.0,123949.75,1,1
Germany,Male,28.0,121365.39,1,0
Germany,Female,41.0,107945.67,2,0
Germany,Male,37.0,146566.01,1,0
Germany,Female,35.0,92398.08,1,1
Germany,Male,33.0,149564.61,1,0
Germany,Male,27.0,111543.26,1,0
Germany,Female,63.0,100260.88,1,1
Germany,Male,38.0,65095.41,2,0
Germany,Female,27.0,138241.9,2,0
Germany,Female,37.0,98218.04,2,0
Germany,Female,36.0,109978.83,2,0
Germany,Female,34.0,103377.28,2,0
Germany,Male,30.0,102773.2,1,0
Germany,Female,35.0,141749.68,1,1
Germany,Female,34.0,57422.62,1,0
Germany,Male,26.0,167194.36,2,0
Germany,Female,45.0,182705.05,1,1
Germany,Female,48.0,124616.23,1,1
Germany,Female,50.0,110822.9,1,1
Germany,Male,25.0,123974.56,1,0
Germany,Female,43.0,103560.57,3,1
Germany,Female,42.0,135096.02,1,1
Germany,Female,37.0,135927.06,1,0
Germany,Male,39.0,135903.33,2,0
Germany,Female,33.0,92659.2,2,1
Germany,Female,42.0,129945.93,1,0
Germany,Female,55.0,118536.82,3,1
Germany,Male,32.0,139959.0,2,0
Germany,Female,46.0,108891.7,2,1
Germany,Male,46.0,73023.17,1,0
Germany,Female,47.0,108806.91,3,1
Germany,Male,25.0,148045.68,3,1
Germany,Female,60.0,112610.77,1,1
Germany,Male,44.0,109742.6,2,0
Germany,Female,33.0,123761.68,1,0
Germany,Male,30.0,114027.7,2,0
Germany,Female,42.0,106920.98,2,0
Germany,Female,35.0,178095.55,1,1
Germany,Male,36.0,128751.98,1,0
Germany,Male,24.0,112290.22,1,0
Germany,Male,40.0,166082.15,2,0
Germany,Male,43.0,141806.0,1,1
Germany,Female,43.0,92877.33,1,0
Germany,Male,27.0,146844.74,2,0
Germany,Female,32.0,129209.88,2,0
Germany,Male,37.0,157780.93,2,0
Germany,Female,34.0,136694.52,1,1
Germany,Male,24.0,141786.81,2,0
Germany,Male,42.0,118028.93,2,0
Germany,Male,47.0,139840.36,1,1
Germany,Female,48.0,130240.33,1,1
Germany,Female,56.0,123948.54,1,1
Germany,Female,37.0,118886.55,2,0
Germany,Female,57.0,104356.94,1,1
Germany,Female,43.0,109844.81,2,0
Germany,Male,45.0,135923.16,1,1
Germany,Female,39.0,129728.2,1,0
Germany,Male,43.0,127892.57,2,0
Germany,Male,39.0,132906.88,1,1
Germany,Male,37.0,122528.18,1,0
Germany,Female,30.0,141749.74,1,0
Germany,Male,36.0,155519.59,1,1
Germany,Male,40.0,142367.69,1,0
Germany,Female,38.0,102050.47,2,0
Germany,Male,36.0,116662.96,2,0
Germany,Female,41.0,94901.09,3,1
Germany,Male,47.0,131787.99,1,1
Germany,Male,25.0,150926.99,2,0
Germany,Female,43.0,92244.83,2,0
Germany,Female,36.0,116695.27,1,0
Germany,Female,41.0,112650.89,1,1
Germany,Male,46.0,113882.47,1,1
Germany,Female,35.0,124493.03,2,0
Germany,Female,32.0,95377.21,1,0
Germany,Female,28.0,113741.37,1,0
Germany,Female,33.0,151233.62,2,0
Germany,Male,38.0,139290.41,2,0
Germany,Male,35.0,126598.99,1,1
Germany,Male,32.0,174912.72,1,0
Germany,Female,44.0,99886.42,1,1
Germany,Male,29.0,131834.9,1,0
Germany,Male,47.0,106901.42,2,0
Germany,Female,40.0,118235.7,1,1
Germany,Male,37.0,111855.04,1,0
Germany,Female,34.0,115251.64,1,0
Germany,Female,51.0,116121.67,1,1
Germany,Male,37.0,79035.34,1,0
Germany,Female,50.0,106968.96,2,1
Germany,Male,54.0,114430.23,1,1
Germany,Female,55.0,144954.66,1,1
Germany,Female,31.0,121628.51,2,0
Germany,Female,53.0,92833.89,1,1
Germany,Female,36.0,114825.28,1,1
Germany,Female,42.0,147956.99,1,0
Germany,Male,47.0,107749.03,1,1
Germany,Female,31.0,73179.34,2,0
Germany,Female,42.0,133656.91,1,0
Germany,Male,38.0,123971.32,2,1
Germany,Male,36.0,133245.52,2,1
Germany,Male,37.0,113743.37,2,0
Germany,Male,67.0,161807.18,1,0
Germany,Male,39.0,101012.77,1,1
Germany,Female,40.0,116309.01,2,0
Germany,Male,43.0,103653.51,1,1
Germany,Male,37.0,105599.67,1,1
Germany,Male,40.0,137964.24,1,1
Germany,Female,40.0,95853.39,1,1
Germany,Male,32.0,106683.52,2,1
Germany,Male,37.0,128927.93,1,0
Germany,Male,45.0,104796.54,2,1
Germany,Female,36.0,127068.94,2,0
Germany,Female,58.0,152508.99,1,0
Germany,Male,34.0,111642.04,2,0
Germany,Female,30.0,119714.25,2,0
Germany,Male,37.0,143421.78,2,0
Germany,Male,40.0,116251.24,1,1
Germany,Female,40.0,111257.59,1,1
Germany,Female,36.0,114268.22,2,0
Germany,Female,41.0,132876.23,1,1
Germany,Male,39.0,166518.81,2,0
Germany,Male,46.0,86614.05,1,1
Germany,Female,28.0,175754.87,1,0
Germany,Male,32.0,104158.86,1,0
Germany,Female,38.0,127864.4,1,1
Germany,Female,55.0,104508.7,1,1
Germany,Female,41.0,93259.57,1,1
Germany,Female,46.0,110934.54,1,1
Germany,Female,51.0,135927.09,1,1
Germany,Male,32.0,116927.73,2,0
Germany,Female,34.0,132731.17,1,0
Germany,Female,58.0,108739.14,1,1
Germany,Female,36.0,114027.7,1,0
Germany,Female,49.0,160761.41,1,1
Germany,Male,33.0,150092.8,1,0
Germany,Male,42.0,131038.78,2,0
Germany,Male,21.0,129959.19,1,0
Germany,Female,41.0,108239.11,1,1
Germany,Male,64.0,142946.14,2,1
Germany,Male,41.0,141581.71,2,0
Germany,Female,38.0,121525.51,1,1
Germany,Female,28.0,167864.4,2,0
Germany,Female,39.0,105103.33,2,0
Germany,Female,31.0,121927.92,1,0
Germany,Female,44.0,113311.11,1,1
Germany,Female,25.0,64345.21,1,0
Germany,Male,37.0,114212.6,1,0
Germany,Male,29.0,129717.3,1,0
Germany,Male,33.0,133141.39,1,0
Germany,Female,40.0,136624.6,1,1
Germany,Male,41.0,126605.29,1,0
Germany,Female,34.0,102143.93,1,0
Germany,Female,39.0,111760.4,3,0
Germany,Female,35.0,108393.35,2,0
Germany,Male,51.0,109978.83,1,1
Germany,Male,36.0,117302.65,3,0
Germany,Male,36.0,142084.66,1,1
Germany,Female,36.0,118626.35,1,0
Germany,Female,35.0,136596.32,2,0
Germany,Male,29.0,108867.0,1,0
Germany,Male,40.0,133511.12,2,0
Germany,Female,37.0,109974.22,1,1
Germany,Male,34.0,103846.65,1,1
Germany,Female,35.0,100988.39,2,0
Germany,Female,43.0,122545.65,1,1
Germany,Female,38.0,152462.79,2,0
Germany,Female,39.0,109978.83,2,0
Germany,Male,34.0,100116.75,2,0
Germany,Female,38.0,139687.66,2,0
Germany,Male,24.0,113034.22,1,1
Germany,Male,25.0,108262.54,1,0
Germany,Male,52.0,127120.62,1,1
Germany,Male,32.0,103544.82,2,0
Germany,Female,35.0,128389.66,2,0
Germany,Female,59.0,114439.53,1,1
Germany,Male,32.0,122724.65,1,1
Germany,Female,39.0,132796.04,1,0
Germany,Female,54.0,116082.93,1,1
Germany,Male,37.0,141547.26,2,0
Germany,Male,38.0,112281.7,2,0
Germany,Male,36.0,97286.16,2,0
Germany,Male,47.0,148846.39,1,1
Germany,Female,50.0,107929.65,1,1
Germany,Male,38.0,140752.06,2,0
Germany,Male,26.0,125919.35,1,1
Germany,Female,54.0,99886.42,1,1
Germany,Male,38.0,185891.54,1,0
Germany,Female,32.0,123699.28,1,1
Germany,Male,38.0,145400.69,2,0
Germany,Male,37.0,150900.29,1,1
Germany,Male,49.0,141078.37,1,1
Germany,Male,67.0,108269.2,1,0
Germany,Male,36.0,127253.7,2,0
Germany,Male,36.0,125487.82,1,0
Germany,Female,39.0,135095.57,2,0
Germany,Female,37.0,152462.79,1,0
Germany,Female,44.0,145513.78,2,0
Germany,Male,27.0,80931.75,1,0
Germany,Male,43.0,118840.28,2,1
Germany,Male,37.0,128472.8,1,0
Germany,Male,36.0,114822.71,2,0
Germany,Male,33.0,102772.21,1,0
Germany,Male,44.0,124601.58,1,0
Germany,Male,30.0,98899.07,1,0
Germany,Female,29.0,130420.2,2,0
Germany,Male,46.0,118433.94,2,0
Germany,Female,41.0,167735.99,2,0
Germany,Male,61.0,132453.96,1,0
Germany,Female,59.0,137946.39,1,1
Germany,Female,33.0,119278.01,1,1
Germany,Female,33.0,143566.12,1,0
Germany,Female,46.0,120962.59,1,1
Germany,Female,38.0,107784.65,2,1
Germany,Male,32.0,113657.82,1,0
Germany,Female,49.0,141786.78,1,1
Germany,Male,36.0,116416.94,1,0
Germany,Male,32.0,94753.55,2,0
Germany,Female,33.0,165878.76,1,0
Germany,Male,30.0,115897.73,2,0
Germany,Female,39.0,93544.84,2,0
Germany,Female,31.0,102717.45,1,1
Germany,Male,52.0,116497.31,1,0
Germany,Female,31.0,141749.79,2,0
Germany,Female,37.0,135870.01,2,0
Germany,Male,27.0,118028.13,2,0
Germany,Male,57.0,108960.0,2,1
Germany,Male,31.0,127237.25,1,0
Germany,Male,43.0,135219.57,1,0
Germany,Female,36.0,110414.48,1,0
Germany,Male,37.0,91502.99,1,0
Germany,Male,35.0,104502.11,1,0
Germany,Female,47.0,135096.77,1,1
Germany,Female,48.0,109730.52,3,1
Germany,Female,34.0,121520.36,1,0
Germany,Male,28.0,96947.58,1,0
Germany,Female,32.0,127763.95,1,1
Germany,Female,29.0,126816.93,1,0
Germany,Female,38.0,106074.89,1,1
Germany,Female,36.0,124513.66,1,0
Germany,Male,33.0,126679.69,2,0
Germany,Male,39.0,72835.79,2,0
Germany,Male,48.0,115409.18,2,0
Germany,Male,38.0,121898.82,1,0
Germany,Male,38.0,119370.11,1,1
Germany,Male,39.0,127237.69,1,0
Germany,Female,43.0,142951.24,1,1
Germany,Female,40.0,120596.93,2,0
Germany,Female,30.0,127723.67,1,1
Germany,Female,32.0,139756.12,1,0
Germany,Male,42.0,125873.35,1,1
Germany,Male,30.0,132571.67,2,0
Germany,Female,56.0,118588.83,1,1
Germany,Male,47.0,90560.17,1,0
Germany,Female,23.0,118839.53,1,0
Germany,Male,39.0,57017.06,2,1
Germany,Female,31.0,104784.44,1,0
Germany,Male,50.0,114795.93,1,1
Germany,Female,45.0,95829.13,2,0
Germany,Male,47.0,118899.53,1,1
Germany,Female,51.0,135962.4,2,1
Germany,Female,39.0,161806.09,1,0
Germany,Male,40.0,72787.15,1,0
Germany,Male,41.0,152082.96,2,0
Germany,Male,41.0,122449.31,1,1
Germany,Male,26.0,109052.04,1,0
Germany,Male,49.0,107963.38,1,1
Germany,Male,31.0,150329.15,1,0
Germany,Male,35.0,141078.57,2,0
Germany,Female,29.0,132694.73,2,0
Germany,Male,31.0,107591.08,1,0
Germany,Male,30.0,79585.96,1,0
Germany,Female,37.0,128881.73,2,1
Germany,Male,41.0,115576.48,2,1
Germany,Male,33.0,125537.52,1,0
Germany,Female,33.0,131607.28,1,0
Germany,Female,53.0,95858.49,1,1
Germany,Male,30.0,106116.5,3,1
Germany,Female,39.0,113348.6,1,1
Germany,Male,41.0,129944.39,1,0
Germany,Male,42.0,121172.97,1,1
Germany,Female,59.0,116520.28,1,0
Germany,Female,46.0,80964.57,1,1
Germany,Male,54.0,102721.49,1,1
Germany,Male,31.0,139872.81,1,0
Germany,Female,54.0,130463.55,1,1
Germany,Female,32.0,143500.82,1,0
Germany,Female,38.0,61482.47,1,1
Germany,Female,41.0,133686.52,2,0
Germany,Female,45.0,155060.41,2,0
Germany,Male,43.0,51690.31,1,0
Germany,Male,46.0,122482.61,1,1
Germany,Female,60.0,148061.89,1,1
Germany,Male,56.0,131317.48,3,0
Germany,Male,28.0,81273.13,2,0
Germany,Female,39.0,101016.7,1,1
Germany,Female,26.0,136911.07,2,0
Germany,Male,38.0,138653.51,1,0
Germany,Male,45.0,153325.1,1,0
Germany,Female,38.0,142289.28,1,0
Germany,Male,49.0,160133.88,1,1
Germany,Male,41.0,151191.31,1,0
Germany,Female,37.0,129499.42,1,1
Germany,Male,50.0,121827.43,1,1
Germany,Male,32.0,139180.2,2,0
Germany,Male,69.0,109044.3,1,0
Germany,Female,39.0,162560.32,1,1
Germany,Male,35.0,86568.75,2,0
Germany,Female,46.0,9904.42,1,1
Germany,Female,41.0,101675.22,1,1
Germany,Male,63.0,88815.56,2,1
Germany,Male,40.0,152760.24,2,0
Germany,Female,36.0,106702.94,3,1
Germany,Female,40.0,132084.66,2,0
Germany,Male,30.0,96252.98,2,0
Germany,Male,46.0,104911.35,3,1
Germany,Male,25.0,158948.14,1,0
Germany,Male,41.0,101126.66,1,0
Germany,Female,28.0,103099.17,1,1
Germany,Female,32.0,113697.28,1,0
Germany,Female,39.0,113348.14,1,1
Germany,Male,36.0,121890.06,1,0
Germany,Male,30.0,142360.62,2,0
Germany,Male,30.0,168085.78,2,0
Germany,Female,29.0,124577.33,2,0
Germany,Male,44.0,118715.86,1,0
Germany,Male,43.0,125547.53,1,0
Germany,Male,39.0,136678.52,1,0
Germany,Male,36.0,123601.56,2,0
Germany,Male,28.0,96296.78,1,0
Germany,Female,39.0,102714.2,2,0
Germany,Male,32.0,142055.41,2,0
Germany,Female,62.0,108698.96,1,1
Germany,Female,39.0,133501.36,2,0
Germany,Female,60.0,101070.69,2,0
Germany,Female,33.0,111359.55,2,0
Germany,Female,60.0,137784.65,1,1
Germany,Female,41.0,121702.73,2,0
Germany,Female,71.0,137811.75,1,0
Germany,Female,27.0,118627.16,2,0
Germany,Male,51.0,116269.01,2,0
Germany,Female,34.0,121798.17,1,0
Germany,Male,35.0,109161.82,2,0
Germany,Male,30.0,140745.43,1,0
Germany,Female,48.0,91538.51,1,1
Germany,Female,30.0,132029.66,2,0
Germany,Male,40.0,138755.81,1,1
Germany,Male,39.0,113625.83,1,1
Germany,Male,50.0,120831.56,1,1
Germany,Male,31.0,106922.52,2,0
Germany,Male,30.0,49508.79,3,0
Germany,Female,45.0,95439.4,1,1
Germany,Male,38.0,104015.54,1,0
Germany,Female,43.0,124723.92,2,0
Germany,Male,23.0,99353.42,1,0
Germany,Male,38.0,141787.31,2,0
Germany,Female,58.0,116537.6,3,1
Germany,Female,45.0,145566.84,1,1
Germany,Female,30.0,126608.37,1,1
Germany,Male,52.0,116251.24,1,1
Germany,Male,60.0,81245.79,1,1
Germany,Female,40.0,104478.12,1,0
Germany,Female,48.0,106396.48,3,1
Germany,Female,40.0,93547.23,1,1
Germany,Female,48.0,108262.54,4,1
Germany,Female,23.0,98775.23,1,0
Germany,Female,65.0,101126.66,2,1
Germany,Female,52.0,148853.59,1,1
Germany,Male,44.0,139959.0,1,1
Germany,Male,29.0,101286.11,1,0
Germany,Female,22.0,101207.75,2,0
Germany,Female,33.0,87098.91,1,0
Germany,Female,41.0,131778.82,1,1
Germany,Female,47.0,104552.61,1,1
Germany,Male,58.0,186496.91,3,1
Germany,Male,52.0,136298.65,1,1
Germany,Male,36.0,98675.74,2,0
Germany,Male,35.0,141829.46,1,0
Germany,Female,43.0,132088.69,2,0
Germany,Male,36.0,131406.56,1,0
Germany,Male,37.0,101918.51,1,0
Germany,Female,41.0,136733.24,1,0
Germany,Female,39.0,92546.06,1,0
Germany,Female,56.0,139603.22,1,1
Germany,Male,32.0,128647.98,2,0
Germany,Female,33.0,105782.24,2,1
Germany,Female,49.0,104584.11,3,1
Germany,Female,52.0,120599.38,1,1
Germany,Female,31.0,139562.05,2,1
Germany,Male,42.0,103873.39,1,0
Germany,Male,38.0,114327.59,1,1
Germany,Female,35.0,151958.19,2,0
Germany,Male,36.0,90920.75,2,0
Germany,Female,34.0,100548.67,2,0
Germany,Female,38.0,140133.08,2,0
Germany,Male,39.0,115301.31,1,0
Germany,Male,39.0,127578.21,1,1
Germany,Female,34.0,117593.48,1,0
Germany,Male,44.0,91592.06,4,1
Germany,Female,35.0,85897.95,1,0
Germany,Male,32.0,146780.52,2,0
Germany,Female,35.0,61592.14,2,0
Germany,Male,51.0,81732.88,2,1
Germany,Male,60.0,115636.05,1,1
Germany,Female,23.0,166070.48,2,0
Germany,Male,56.0,90218.8,2,0
Germany,Female,47.0,150836.93,1,1
Germany,Female,61.0,105245.79,1,1
Germany,Female,49.0,113882.23,1,1
Germany,Male,40.0,144757.97,2,0
Germany,Male,47.0,123345.31,1,1
Germany,Male,40.0,128289.7,3,1
Germany,Male,31.0,122088.67,1,0
Germany,Female,66.0,113938.35,2,0
Germany,Male,30.0,129753.69,1,0
Germany,Male,39.0,124586.93,2,0
Germany,Female,39.0,71872.63,1,1
Germany,Female,30.0,132746.2,1,1
Germany,Female,37.0,141788.63,2,0
Germany,Female,33.0,142703.05,1,0
Germany,Male,34.0,105355.88,1,0
Germany,Female,28.0,112045.67,2,0
Germany,Male,42.0,168078.83,2,0
Germany,Female,38.0,160541.08,2,0
Germany,Female,29.0,142719.15,2,0
Germany,Male,51.0,62787.95,1,1
Germany,Female,44.0,127552.85,2,1
Germany,Male,44.0,129855.63,2,0
Germany,Male,47.0,113882.19,2,0
Germany,Male,25.0,62482.95,1,0
Germany,Female,49.0,108589.42,1,1
Germany,Female,55.0,173379.15,1,1
Germany,Male,38.0,109740.4,2,0
Germany,Male,29.0,98668.21,1,1
Germany,Male,29.0,149134.3,2,0
Germany,Male,48.0,118626.55,1,1
Germany,Male,38.0,140752.06,2,0
Germany,Female,30.0,127539.3,1,0
Germany,Female,37.0,93960.35,1,1
Germany,Male,33.0,137712.01,2,0
Germany,Female,43.0,92476.21,2,0
Germany,Male,43.0,129745.1,2,0
Germany,Female,53.0,141074.55,1,1
Germany,Female,38.0,130933.74,1,1
Germany,Female,30.0,164880.32,2,0
Germany,Female,38.0,150685.79,2,0
Germany,Male,23.0,95378.54,2,0
Germany,Female,49.0,123571.76,4,1
Germany,Male,54.0,128914.97,1,1
Germany,Female,25.0,105799.32,2,0
Germany,Male,59.0,118214.32,1,0
Germany,Male,41.0,130878.51,1,1
Germany,Male,38.0,123475.04,1,1
Germany,Male,36.0,87967.42,2,0
Germany,Female,44.0,111760.4,2,0
Germany,Female,32.0,88977.39,2,0
Germany,Female,39.0,136496.45,1,0
Germany,Female,52.0,114446.79,3,1
Germany,Male,29.0,85818.18,1,0
Germany,Male,37.0,96679.71,2,0
Germany,Female,31.0,88379.81,1,0
Germany,Male,39.0,138232.24,1,0
Germany,Male,39.0,116677.22,1,0
Germany,Female,40.0,134171.8,4,1
Germany,Female,44.0,126547.8,1,1
Germany,Male,37.0,118899.45,1,1
Germany,Male,35.0,161434.36,2,0
Germany,Male,29.0,130231.8,2,0
Germany,Female,40.0,122034.4,2,0
Germany,Male,30.0,84438.57,1,0
Germany,Male,40.0,116471.19,1,1
Germany,Male,50.0,144606.22,3,1
Germany,Male,35.0,152958.29,1,0
Germany,Female,41.0,141796.03,2,0
Germany,Male,30.0,130809.77,2,0
Germany,Female,41.0,114888.74,1,1
Germany,Male,34.0,110148.54,2,0
Germany,Male,40.0,121669.23,1,0
Germany,Female,37.0,141359.07,2,0
Germany,Female,31.0,137853.51,2,0
Germany,Female,42.0,108628.89,1,0
Germany,Male,37.0,117056.44,1,0
Germany,Female,31.0,166518.63,2,0
Germany,Male,34.0,156864.2,2,0
Germany,Male,37.0,99883.16,2,1
Germany,Male,36.0,132694.73,2,0
Germany,Male,30.0,76692.22,1,0
Germany,Female,44.0,108449.48,2,0
Germany,Male,31.0,115725.24,2,0
Germany,Female,49.0,113882.52,1,1
Germany,Male,32.0,115557.0,1,0
Germany,Female,38.0,100717.46,2,0
Germany,Male,33.0,119278.01,1,0
Germany,Male,24.0,142316.85,2,0
Germany,Male,45.0,91554.56,1,1
Germany,Male,37.0,71083.98,1,0
Germany,Male,36.0,131402.21,1,0
Germany,Male,33.0,114088.52,2,0
Germany,Male,42.0,131394.56,1,0
Germany,Female,40.0,129974.19,1,1
Germany,Male,39.0,112889.91,2,0
Germany,Male,32.0,121669.23,1,0
Germany,Male,67.0,136858.24,2,0
Germany,Female,40.0,124626.07,1,1
Germany,Female,32.0,120540.32,1,1
Germany,Female,46.0,120530.34,1,1
Germany,Male,54.0,137986.58,1,0
Germany,Male,39.0,121532.1,2,0
Germany,Female,33.0,86351.85,2,0
Germany,Male,39.0,168920.75,1,1
Germany,Female,51.0,99607.37,1,1
Germany,Female,29.0,95984.64,2,0
Germany,Male,34.0,108760.27,2,0
Germany,Male,32.0,107556.06,1,0
Germany,Female,45.0,127772.96,1,1
Germany,Male,36.0,139562.05,1,0
Germany,Female,38.0,93920.47,1,1
Germany,Male,36.0,170840.08,2,0
Germany,Female,38.0,124547.13,1,1
Germany,Male,32.0,148863.17,2,0
Germany,Male,43.0,103516.87,1,1
Germany,Male,34.0,144976.3,1,0
Germany,Male,56.0,145984.29,3,1
Germany,Male,30.0,123894.22,2,0
Germany,Female,49.0,120656.86,4,1
Germany,Male,26.0,142871.27,2,0
Germany,Female,37.0,119315.37,1,0
Germany,Female,35.0,92911.42,2,0
Germany,Female,34.0,148144.61,2,0
Germany,Male,36.0,127095.14,2,0
Germany,Female,38.0,128207.32,1,0
Germany,Female,40.0,164951.02,1,0
Germany,Female,50.0,140931.57,1,0
Germany,Male,34.0,102265.7,2,0
Germany,Female,46.0,151855.33,2,0
Germany,Male,63.0,108231.37,1,1
Germany,Female,28.0,129717.3,2,0
Germany,Female,29.0,132954.64,1,1
Germany,Male,46.0,129974.79,1,1
Germany,Female,51.0,107562.89,4,1
Germany,Female,35.0,138521.84,1,0
Germany,Female,45.0,106396.48,1,1
Germany,Male,46.0,152992.91,1,1
Germany,Male,37.0,127875.55,1,0
Germany,Female,41.0,104702.65,2,0
Germany,Female,28.0,111962.99,2,0
Germany,Female,44.0,118050.79,1,1
Germany,Male,54.0,133598.4,1,1
Germany,Female,48.0,169023.33,2,0
Germany,Female,44.0,132835.56,1,1
Germany,Male,33.0,132527.9,2,1
Germany,Female,32.0,108407.13,2,0
Germany,Male,45.0,82696.89,1,0
Germany,Male,42.0,125510.71,2,0
Germany,Male,37.0,101648.5,2,0
Germany,Male,41.0,136624.6,2,0
Germany,Female,43.0,97067.69,2,0
Germany,Female,43.0,95900.04,1,1
Germany,Female,22.0,97975.82,2,0
Germany,Female,44.0,121376.15,2,1
Germany,Female,24.0,146098.43,2,0
Germany,Female,30.0,117325.53,1,1
Germany,Female,43.0,134760.21,1,1
Germany,Male,36.0,95560.04,1,0
Germany,Female,32.0,94348.94,1,0
Germany,Female,29.0,98955.87,1,1
Germany,Female,39.0,113922.64,2,1
Germany,Male,35.0,104822.66,2,0
Germany,Male,48.0,102251.14,1,0
Germany,Female,37.0,105617.73,2,0
Germany,Male,38.0,121581.56,1,0
Germany,Male,36.0,117412.19,2,0
Germany,Female,39.0,96947.58,2,0
Germany,Female,22.0,117301.23,1,0
Germany,Female,55.0,143988.0,1,1
Germany,Female,62.0,117265.21,1,0
Germany,Female,58.0,133936.04,1,1
Germany,Male,54.0,123049.21,1,1
Germany,Male,37.0,113146.98,1,0
Germany,Male,40.0,123859.4,1,1
Germany,Female,45.0,104944.1,3,1
Germany,Male,27.0,113270.2,2,0
Germany,Male,30.0,132767.66,1,0
Germany,Male,35.0,121309.17,1,0
Germany,Female,37.0,135120.56,2,0
Germany,Female,28.0,116623.55,2,0
Germany,Male,35.0,121063.39,1,0
