Geography,Gender,Age,Balance,NumOfProducts,Exited
France,Male,40.0,0.0,2,0
France,Female,29.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Male,41.0,0.0,2,0
France,Female,25.0,167984.74,1,0
France,Female,25.0,0.0,2,0
France,Male,32.0,88798.34,2,0
France,Male,24.0,141369.95,1,0
France,Male,27.0,0.0,2,0
France,Male,32.0,0.0,2,0
France,Male,31.0,0.0,2,0
France,Male,25.0,124532.78,2,0
France,Male,30.0,163715.86,2,0
France,Female,38.0,0.0,2,0
France,Male,34.0,133628.98,1,0
France,Female,32.0,0.0,2,0
France,Male,36.0,115777.23,1,0
France,Female,42.0,0.0,2,0
France,Male,38.0,110837.73,2,0
France,Male,61.0,0.0,1,1
France,Female,35.0,141449.71,2,0
France,Female,41.0,0.0,1,0
France,Female,54.0,0.0,1,0
France,Female,28.0,61211.18,1,0
France,Male,38.0,62979.93,1,0
France,Male,39.0,0.0,1,1
France,Male,30.0,0.0,2,0
France,Male,52.0,0.0,2,0
France,Male,42.0,0.0,2,0
France,Female,37.0,141789.63,1,0
France,Female,31.0,0.0,1,1
France,Female,30.0,0.0,2,0
France,Male,29.0,131354.39,1,1
France,Male,43.0,0.0,2,0
France,Male,31.0,0.0,2,0
France,Male,31.0,0.0,2,0
France,Female,29.0,109800.32,1,0
France,Male,28.0,0.0,2,0
France,Male,39.0,0.0,2,0
France,Female,41.0,121151.05,2,0
France,Male,38.0,125889.2,1,0
France,Male,38.0,94416.78,1,0
France,Male,44.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Male,35.0,0.0,1,0
France,Male,39.0,0.0,2,0
France,Male,33.0,0.0,2,0
France,Male,27.0,137682.68,2,0
France,Male,31.0,0.0,1,0
France,Male,38.0,0.0,2,0
France,Male,43.0,0.0,2,0
France,Female,47.0,0.0,1,1
France,Male,51.0,0.0,2,0
France,Female,40.0,0.0,2,0
France,Male,32.0,0.0,2,0
France,Female,35.0,0.0,2,1
France,Female,34.0,0.0,2,0
France,Male,57.0,0.0,2,0
France,Female,42.0,0.0,2,0
France,Male,46.0,0.0,2,0
France,Female,35.0,0.0,2,0
France,Female,46.0,0.0,3,1
France,Male,36.0,0.0,1,1
France,Female,34.0,107747.57,1,0
France,Male,35.0,0.0,2,0
France,Female,41.0,167545.32,1,0
France,Female,41.0,0.0,2,0
France,Female,35.0,116973.52,1,0
France,Female,25.0,0.0,2,0
France,Male,41.0,0.0,2,0
France,Male,36.0,144952.07,2,0
France,Male,35.0,0.0,2,0
France,Female,39.0,0.0,2,0
France,Female,40.0,0.0,2,0
France,Female,31.0,41299.03,2,0
France,Male,33.0,0.0,2,0
France,Female,34.0,0.0,2,0
France,Female,37.0,116121.67,2,0
France,Female,44.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Male,38.0,0.0,2,0
France,Female,35.0,0.0,2,0
France,Male,34.0,0.0,2,0
France,Male,33.0,0.0,2,0
France,Female,40.0,0.0,2,0
France,Female,34.0,131406.56,1,1
France,Male,36.0,0.0,2,0
France,Female,36.0,0.0,2,0
France,Female,48.0,112465.06,1,0
France,Male,43.0,0.0,2,1
France,Male,41.0,0.0,2,0
France,Male,26.0,0.0,1,1
France,Female,44.0,0.0,2,0
France,Male,37.0,0.0,2,0
France,Female,25.0,0.0,2,0
France,Male,32.0,0.0,2,0
France,Female,38.0,106723.28,1,0
France,Male,32.0,0.0,2,0
France,Male,24.0,0.0,2,0
France,Male,38.0,62092.9,1,0
France,Male,31.0,125169.84,1,0
France,Female,45.0,0.0,2,0
France,Male,33.0,106967.18,2,0
France,Female,46.0,64897.49,1,1
France,Female,24.0,104563.74,1,0
France,Female,28.0,160982.08,1,0
France,Female,39.0,185734.76,2,0
France,Male,43.0,0.0,2,0
France,Male,43.0,0.0,1,0
France,Female,34.0,0.0,2,0
France,Male,39.0,0.0,2,0
France,Female,35.0,161563.0,1,1
France,Male,28.0,156526.01,1,0
France,Male,37.0,0.0,2,0
France,Male,35.0,144428.87,1,0
France,Male,36.0,163548.07,1,0
France,Male,35.0,0.0,1,0
France,Female,29.0,0.0,2,0
France,Male,40.0,0.0,2,0
France,Male,43.0,132558.26,1,1
France,Male,38.0,0.0,2,0
France,Female,32.0,0.0,2,0
France,Female,33.0,116320.68,1,0
France,Female,27.0,0.0,2,0
France,Male,56.0,0.0,1,1
France,Male,40.0,0.0,1,0
France,Female,28.0,0.0,2,0
France,Male,30.0,0.0,2,0
France,Male,32.0,126645.6,1,0
France,Female,39.0,112088.04,1,0
France,Female,30.0,0.0,2,0
France,Female,27.0,0.0,2,0
France,Male,34.0,0.0,2,0
France,Male,36.0,114427.08,1,0
France,Male,34.0,0.0,2,0
France,Male,37.0,0.0,2,0
France,Male,64.0,0.0,2,0
France,Male,29.0,0.0,1,0
France,Male,33.0,107136.11,1,0
France,Male,29.0,78391.17,1,0
France,Male,57.0,165445.04,2,0
France,Male,34.0,0.0,2,0
France,Female,26.0,160541.8,2,0
France,Female,40.0,0.0,2,0
France,Female,55.0,132694.73,1,0
France,Male,36.0,0.0,2,0
France,Male,49.0,0.0,2,0
France,Female,46.0,0.0,1,1
France,Male,35.0,0.0,2,0
France,Female,38.0,144606.22,1,0
France,Female,39.0,163097.55,2,0
France,Male,37.0,0.0,2,0
France,Male,31.0,107784.65,1,0
France,Female,37.0,0.0,2,0
France,Male,29.0,0.0,2,0
France,Female,42.0,0.0,2,1
France,Female,58.0,0.0,2,0
France,Male,39.0,0.0,2,0
France,Male,38.0,0.0,2,0
France,Female,32.0,178827.3,1,0
France,Female,45.0,0.0,1,1
France,Female,41.0,0.0,1,1
France,Male,51.0,0.0,2,1
France,Male,26.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Female,29.0,0.0,2,0
France,Female,32.0,0.0,2,0
France,Male,41.0,0.0,1,0
France,Female,41.0,0.0,2,0
France,Male,41.0,0.0,2,0
France,Female,40.0,105760.2,1,0
France,Male,25.0,0.0,2,0
France,Male,33.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Male,39.0,144875.71,1,0
France,Male,32.0,0.0,2,0
France,Male,50.0,0.0,2,0
France,Male,48.0,0.0,2,0
France,Female,37.0,62276.24,1,0
France,Male,38.0,99183.9,2,0
France,Male,62.0,0.0,2,0
France,Male,29.0,0.0,2,0
France,Male,64.0,0.0,2,0
France,Male,52.0,148942.0,1,1
France,Female,29.0,154251.67,1,0
France,Male,30.0,0.0,2,0
France,Male,35.0,167864.4,1,0
France,Male,35.0,0.0,2,0
France,Male,40.0,103549.24,1,0
France,Female,36.0,0.0,2,0
France,Male,43.0,135847.71,1,1
France,Female,63.0,0.0,1,1
France,Male,35.0,0.0,2,0
France,Male,59.0,111729.47,2,0
France,Male,38.0,0.0,1,0
France,Female,38.0,0.0,2,0
France,Male,50.0,0.0,1,0
France,Male,41.0,0.0,1,1
France,Female,42.0,0.0,2,0
France,Male,41.0,0.0,2,0
France,Female,41.0,137492.35,1,0
France,Female,36.0,0.0,2,0
France,Male,33.0,123601.56,1,0
France,Female,56.0,0.0,1,1
France,Female,34.0,0.0,2,0
France,Male,40.0,0.0,2,1
France,Male,42.0,0.0,1,1
France,Male,31.0,132405.51,1,0
France,Male,40.0,123187.51,1,1
France,Female,58.0,148061.47,1,0
France,Female,31.0,0.0,2,0
France,Male,39.0,0.0,2,0
France,Male,36.0,0.0,2,0
France,Male,36.0,0.0,1,0
France,Male,36.0,0.0,2,0
France,Male,45.0,0.0,1,1
France,Male,37.0,0.0,2,0
France,Female,30.0,0.0,2,0
France,Male,52.0,0.0,2,0
France,Male,32.0,0.0,2,0
France,Male,34.0,0.0,2,0
France,Female,41.0,139825.56,2,0
France,Male,29.0,130206.28,2,0
France,Male,29.0,0.0,2,0
France,Male,46.0,141675.23,1,0
France,Female,35.0,0.0,1,0
France,Female,25.0,0.0,2,0
France,Male,33.0,0.0,2,0
France,Male,42.0,160541.0,1,0
France,Male,60.0,82547.11,2,0
France,Male,44.0,0.0,2,0
France,Female,35.0,0.0,2,0
France,Male,28.0,0.0,2,0
France,Male,34.0,0.0,2,0
France,Male,46.0,0.0,1,1
France,Female,39.0,0.0,2,0
France,Female,40.0,0.0,2,0
France,Female,36.0,141604.76,1,0
France,Female,32.0,0.0,3,1
France,Male,42.0,0.0,2,0
France,Male,37.0,132436.56,1,0
France,Female,32.0,0.0,2,0
France,Female,31.0,152663.15,1,0
France,Male,44.0,0.0,2,0
France,Male,34.0,0.0,1,0
France,Female,43.0,0.0,2,0
France,Male,47.0,0.0,1,0
France,Male,43.0,0.0,2,0
France,Female,62.0,0.0,2,1
France,Female,34.0,0.0,1,1
France,Male,30.0,135889.13,1,0
France,Male,30.0,0.0,1,0
France,Male,24.0,0.0,2,1
France,Male,41.0,0.0,2,0
France,Male,37.0,123374.46,1,0
France,Female,57.0,126817.65,2,1
France,Female,31.0,0.0,2,0
France,Female,43.0,0.0,1,1
France,Male,40.0,0.0,2,0
France,Male,39.0,0.0,2,0
France,Female,31.0,0.0,1,0
France,Female,42.0,177822.84,1,1
France,Male,36.0,0.0,2,0
France,Male,35.0,0.0,2,0
France,Male,41.0,0.0,1,1
France,Male,44.0,90593.91,1,0
France,Male,30.0,0.0,2,0
France,Female,51.0,0.0,2,0
France,Male,36.0,0.0,2,0
France,Female,33.0,0.0,2,0
France,Male,29.0,43504.42,1,0
France,Female,31.0,0.0,2,0
France,Male,61.0,0.0,2,0
France,Female,40.0,0.0,2,0
France,Male,30.0,0.0,2,0
France,Male,29.0,142644.64,1,0
France,Male,49.0,0.0,2,0
France,Male,35.0,0.0,2,0
France,Male,48.0,0.0,1,1
France,Male,36.0,0.0,1,0
France,Female,39.0,125211.55,1,0
France,Female,38.0,0.0,1,0
France,Female,41.0,115988.86,1,0
France,Male,29.0,45472.28,4,1
France,Female,40.0,93920.03,2,0
France,Male,35.0,0.0,2,0
France,Female,42.0,0.0,2,0
France,Male,29.0,106937.73,2,0
France,Male,41.0,0.0,2,0
France,Female,44.0,179356.28,2,1
France,Male,37.0,0.0,2,0
France,Male,39.0,0.0,1,0
France,Female,36.0,0.0,1,1
France,Male,61.0,0.0,3,0
France,Female,43.0,117056.46,1,1
France,Female,47.0,0.0,1,1
France,Male,42.0,175477.15,1,1
France,Male,35.0,0.0,1,0
France,Male,37.0,85146.48,2,0
France,Male,28.0,127833.3,2,0
France,Male,50.0,130334.35,2,1
France,Male,45.0,0.0,1,0
France,Female,33.0,0.0,2,1
France,Female,39.0,155187.3,1,0
France,Female,21.0,0.0,2,0
France,Female,36.0,0.0,2,0
France,Female,40.0,102800.65,1,0
France,Male,42.0,0.0,2,0
France,Male,46.0,133800.98,1,1
France,Male,60.0,0.0,2,0
France,Male,36.0,0.0,2,0
France,Male,32.0,0.0,2,0
France,Male,39.0,0.0,2,0
France,Female,28.0,0.0,2,0
France,Female,54.0,0.0,1,1
France,Male,38.0,0.0,2,0
France,Female,44.0,0.0,2,1
France,Male,36.0,162482.76,1,1
France,Female,46.0,0.0,3,1
France,Male,33.0,0.0,2,0
France,Male,39.0,142406.42,1,0
France,Male,29.0,101231.77,1,0
France,Male,38.0,0.0,3,1
France,Male,42.0,142989.69,1,0
France,Female,38.0,0.0,2,0
France,Male,22.0,0.0,2,0
France,Female,30.0,0.0,2,0
France,Female,58.0,0.0,1,0
France,Male,43.0,0.0,2,0
France,Male,41.0,112499.42,2,0
France,Male,37.0,0.0,2,0
France,Male,36.0,0.0,1,1
France,Male,32.0,0.0,2,0
France,Male,35.0,0.0,2,0
France,Female,33.0,0.0,2,0
France,Female,43.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Male,35.0,0.0,1,0
France,Male,47.0,122570.87,2,1
France,Male,33.0,0.0,1,0
France,Male,40.0,0.0,2,0
France,Male,36.0,0.0,1,0
France,Female,41.0,0.0,2,0
France,Female,28.0,0.0,2,0
France,Male,36.0,96127.27,1,0
France,Male,36.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Female,24.0,103219.47,1,1
France,Female,36.0,0.0,2,0
France,Male,32.0,0.0,2,0
France,Male,33.0,0.0,2,0
France,Female,54.0,0.0,1,1
France,Male,39.0,78939.15,1,1
France,Male,32.0,0.0,2,0
France,Male,32.0,0.0,1,0
France,Male,46.0,0.0,2,0
France,Male,54.0,0.0,2,0
France,Female,27.0,0.0,2,0
France,Male,42.0,0.0,2,0
France,Female,47.0,130747.1,1,0
France,Female,37.0,0.0,1,1
France,Female,47.0,0.0,1,1
France,Male,33.0,0.0,1,0
France,Male,31.0,0.0,1,0
France,Male,36.0,98752.51,1,0
France,Female,24.0,0.0,2,0
France,Male,36.0,0.0,2,0
France,Male,40.0,0.0,2,0
France,Male,35.0,0.0,1,0
France,Male,39.0,0.0,2,0
France,Male,35.0,0.0,2,0
France,Male,38.0,0.0,2,0
France,Male,41.0,108513.27,1,0
France,Male,46.0,0.0,2,0
France,Male,66.0,0.0,1,0
France,Male,41.0,106290.64,1,0
France,Male,56.0,0.0,1,1
France,Female,31.0,118158.74,1,0
France,Female,45.0,0.0,2,0
France,Male,38.0,140931.97,1,0
France,Female,44.0,143672.9,1,1
France,Female,71.0,108748.45,1,0
France,Male,31.0,90612.34,1,0
France,Female,31.0,0.0,2,0
France,Female,31.0,0.0,2,0
France,Female,39.0,73493.17,1,1
France,Male,60.0,121404.64,1,0
France,Female,31.0,0.0,1,0
France,Male,29.0,0.0,2,0
France,Male,28.0,0.0,2,0
France,Male,37.0,0.0,2,0
France,Male,36.0,0.0,1,0
France,Male,41.0,0.0,1,0
France,Male,23.0,0.0,2,0
France,Male,35.0,0.0,2,0
France,Male,30.0,0.0,2,0
France,Female,36.0,0.0,2,0
France,Male,31.0,0.0,2,0
France,Male,39.0,0.0,2,0
France,Male,51.0,89900.24,2,1
France,Female,33.0,0.0,2,0
France,Female,32.0,127847.86,1,0
France,Male,40.0,0.0,2,0
France,Male,40.0,0.0,2,0
France,Male,36.0,0.0,2,0
France,Female,32.0,0.0,2,0
France,Male,32.0,0.0,2,0
France,Male,31.0,110349.82,1,0
France,Male,48.0,0.0,2,0
France,Male,29.0,0.0,2,0
France,Male,52.0,0.0,1,1
France,Female,42.0,0.0,2,0
France,Male,28.0,0.0,2,0
France,Male,36.0,0.0,1,0
France,Male,32.0,0.0,1,0
France,Female,37.0,119655.77,1,0
France,Female,47.0,0.0,2,0
France,Female,33.0,0.0,2,0
France,Male,35.0,80732.04,1,0
France,Female,56.0,92340.61,1,1
France,Female,46.0,0.0,1,0
France,Male,27.0,0.0,2,0
France,Female,35.0,0.0,1,0
France,Male,60.0,152335.7,1,0
France,Male,34.0,0.0,2,0
France,Male,46.0,0.0,3,1
France,Male,36.0,164850.54,1,0
France,Female,39.0,0.0,2,0
France,Male,36.0,123871.18,1,0
France,Male,34.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Female,34.0,91286.47,1,0
France,Female,33.0,0.0,2,0
France,Female,25.0,0.0,1,0
France,Male,32.0,107238.85,1,0
France,Female,49.0,0.0,1,0
France,Male,38.0,137654.05,1,1
France,Male,35.0,0.0,2,0
France,Male,45.0,0.0,2,0
France,Female,35.0,91857.46,1,0
France,Female,35.0,0.0,2,0
France,Female,34.0,0.0,2,0
France,Male,35.0,141581.08,1,0
France,Female,66.0,0.0,2,0
France,Female,46.0,0.0,2,1
France,Male,29.0,0.0,2,0
France,Male,31.0,0.0,2,0
France,Male,34.0,97325.17,1,0
France,Female,34.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Female,34.0,106005.54,1,0
France,Female,55.0,0.0,1,0
France,Female,37.0,0.0,2,0
France,Male,33.0,0.0,2,0
France,Female,26.0,0.0,2,0
France,Male,38.0,0.0,2,0
France,Female,29.0,0.0,2,0
France,Male,49.0,121152.05,1,1
France,Female,44.0,0.0,2,0
France,Female,34.0,0.0,2,0
France,Male,29.0,92711.66,1,0
France,Female,38.0,0.0,2,0
France,Male,37.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Female,35.0,0.0,2,0
France,Male,36.0,0.0,2,0
France,Male,29.0,0.0,2,0
France,Male,28.0,153040.82,1,0
France,Female,40.0,0.0,1,1
France,Female,34.0,96019.5,1,0
France,Female,40.0,0.0,2,0
France,Male,37.0,84430.06,2,0
France,Male,38.0,82729.49,1,0
France,Female,28.0,0.0,2,0
France,Female,41.0,0.0,2,0
France,Male,44.0,0.0,1,0
France,Female,39.0,0.0,2,0
France,Male,39.0,92889.21,2,0
France,Male,34.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Male,41.0,0.0,2,0
France,Female,30.0,0.0,2,0
France,Male,21.0,0.0,1,1
France,Female,41.0,0.0,2,0
France,Male,36.0,0.0,2,0
France,Female,30.0,0.0,2,0
France,Female,48.0,0.0,1,1
France,Male,34.0,0.0,2,0
France,Female,49.0,0.0,1,0
France,Male,29.0,0.0,2,0
France,Female,31.0,152303.8,1,0
France,Female,71.0,0.0,1,0
France,Male,50.0,0.0,2,0
France,Male,43.0,0.0,2,0
France,Male,26.0,0.0,1,0
France,Male,43.0,0.0,2,0
France,Female,35.0,0.0,2,0
France,Female,35.0,0.0,2,0
France,Female,45.0,0.0,2,0
France,Male,64.0,0.0,2,0
France,Male,33.0,0.0,1,1
France,Female,40.0,0.0,1,1
France,Male,30.0,44928.88,1,0
France,Male,42.0,0.0,1,0
France,Female,26.0,0.0,2,0
France,Female,34.0,0.0,2,0
France,Male,34.0,107968.73,2,0
France,Male,31.0,0.0,2,0
France,Male,28.0,122908.88,1,0
France,Female,36.0,0.0,2,0
France,Male,46.0,124547.13,2,0
France,Female,33.0,0.0,2,0
France,Male,29.0,0.0,2,0
France,Male,32.0,0.0,2,0
France,Male,38.0,0.0,1,1
France,Male,49.0,0.0,1,1
France,Female,48.0,0.0,2,1
France,Female,33.0,127415.85,1,0
France,Male,24.0,0.0,1,0
France,Female,43.0,0.0,2,0
France,Male,43.0,0.0,2,0
France,Male,39.0,126473.99,1,0
France,Female,27.0,152956.18,1,0
France,Female,39.0,0.0,2,0
France,Female,41.0,125396.24,1,0
France,Female,40.0,0.0,1,1
France,Female,32.0,0.0,2,0
France,Male,29.0,0.0,1,0
France,Male,38.0,0.0,2,0
France,Female,41.0,0.0,2,0
France,Male,48.0,0.0,1,1
France,Male,36.0,0.0,1,1
France,Male,38.0,0.0,2,0
France,Female,41.0,0.0,1,0
France,Male,36.0,0.0,2,0
France,Male,37.0,89188.82,1,0
France,Male,43.0,0.0,2,0
France,Male,36.0,109471.79,1,0
France,Female,35.0,0.0,2,0
France,Male,33.0,0.0,2,0
France,Female,45.0,139859.23,2,0
France,Female,63.0,0.0,2,0
France,Female,36.0,0.0,2,0
France,Male,45.0,0.0,1,0
France,Female,33.0,0.0,1,0
France,Male,39.0,0.0,2,0
France,Female,38.0,0.0,2,0
France,Female,31.0,0.0,1,0
France,Male,24.0,115074.02,1,0
France,Male,41.0,132057.92,1,0
France,Female,26.0,101043.63,1,0
France,Female,39.0,0.0,2,0
France,Male,39.0,0.0,1,1
France,Female,40.0,0.0,2,0
France,Male,33.0,0.0,1,1
France,Female,35.0,121175.64,1,0
France,Male,40.0,148556.74,1,0
France,Male,57.0,0.0,2,0
France,Female,37.0,0.0,1,0
France,Female,46.0,0.0,3,1
France,Female,58.0,0.0,1,0
France,Female,40.0,139290.41,1,0
France,Female,39.0,127849.53,1,1
France,Male,44.0,0.0,1,1
France,Male,36.0,0.0,2,0
France,Female,42.0,0.0,1,1
France,Female,46.0,0.0,1,0
France,Female,54.0,0.0,2,0
France,Female,51.0,120105.43,1,0
France,Male,36.0,0.0,2,0
France,Male,41.0,0.0,2,0
France,Female,28.0,106431.97,2,0
France,Male,44.0,0.0,1,0
France,Male,56.0,0.0,1,1
France,Male,56.0,135635.3,1,1
France,Female,28.0,121259.28,1,0
France,Male,41.0,121164.26,1,0
France,Male,36.0,0.0,2,0
France,Male,38.0,86968.61,1,0
France,Female,31.0,102075.88,1,0
France,Female,38.0,0.0,2,0
France,Female,54.0,142028.36,2,0
France,Male,34.0,0.0,2,0
France,Male,32.0,0.0,2,0
France,Female,30.0,135096.05,1,0
France,Male,46.0,85216.61,1,0
France,Male,31.0,0.0,2,0
France,Female,33.0,0.0,2,0
France,Male,32.0,83161.65,1,1
France,Female,31.0,116234.61,1,0
France,Male,39.0,0.0,2,0
France,Male,49.0,127713.69,4,1
France,Male,38.0,144976.5,1,0
France,Male,37.0,0.0,2,0
France,Female,39.0,150844.84,1,0
France,Female,40.0,145729.71,1,0
France,Male,39.0,0.0,2,0
France,Male,34.0,0.0,1,0
France,Female,30.0,148197.92,1,0
France,Male,34.0,0.0,2,0
France,Male,40.0,0.0,2,0
France,Male,27.0,0.0,2,0
France,Male,38.0,87544.94,2,0
France,Female,48.0,0.0,2,0
France,Female,35.0,95947.76,1,0
France,Male,29.0,114415.84,1,0
France,Female,40.0,0.0,2,0
France,Male,28.0,0.0,2,0
France,Female,43.0,152400.28,1,0
France,Male,27.0,0.0,2,0
France,Male,35.0,111168.97,1,0
France,Female,40.0,96769.04,1,1
France,Male,26.0,120599.13,1,0
France,Female,34.0,0.0,2,0
France,Female,37.0,0.0,2,0
France,Male,60.0,109162.82,1,0
France,Male,32.0,0.0,1,0
France,Female,36.0,101457.14,1,0
France,Female,42.0,0.0,2,0
France,Male,40.0,0.0,2,1
France,Male,39.0,0.0,1,0
France,Female,49.0,0.0,2,1
France,Male,42.0,78829.53,1,0
France,Female,51.0,91938.31,1,1
France,Male,57.0,153697.53,2,0
France,Female,39.0,0.0,2,0
France,Female,33.0,0.0,2,0
France,Male,22.0,0.0,2,0
France,Male,46.0,113308.82,1,0
France,Female,35.0,0.0,2,0
France,Female,34.0,0.0,2,0
France,Male,37.0,0.0,2,0
France,Male,38.0,117569.39,1,0
France,Female,66.0,143773.07,2,0
France,Female,32.0,0.0,2,0
France,Female,39.0,173331.52,1,0
France,Male,29.0,151858.98,1,0
France,Male,29.0,0.0,2,0
France,Male,38.0,0.0,1,0
France,Male,30.0,82697.28,1,0
France,Female,29.0,88308.87,2,0
France,Female,49.0,0.0,1,0
France,Male,46.0,0.0,1,0
France,Female,36.0,0.0,2,0
France,Male,39.0,75339.64,1,0
France,Male,30.0,0.0,2,0
France,Male,36.0,0.0,1,0
France,Male,49.0,0.0,2,0
France,Female,33.0,112610.77,1,0
France,Male,37.0,81132.21,2,0
France,Female,33.0,0.0,2,0
France,Female,34.0,146605.27,1,0
France,Male,32.0,152805.05,1,0
France,Male,42.0,141749.68,1,0
France,Male,37.0,137841.53,1,0
France,Male,29.0,0.0,2,0
France,Male,51.0,0.0,1,1
France,Male,34.0,0.0,2,0
France,Male,34.0,117879.32,1,0
France,Male,32.0,0.0,2,0
France,Female,25.0,169312.72,1,0
France,Female,42.0,0.0,1,1
France,Female,38.0,0.0,2,0
France,Female,38.0,0.0,2,0
France,Male,40.0,0.0,2,0
France,Female,45.0,0.0,1,1
France,Male,27.0,0.0,2,0
France,Male,40.0,0.0,1,1
France,Female,46.0,0.0,1,1
France,Female,45.0,0.0,1,1
France,Male,37.0,102773.2,1,0
France,Male,43.0,0.0,1,1
France,Female,31.0,0.0,2,0
France,Female,37.0,73023.17,1,0
France,Male,34.0,0.0,2,0
France,Male,38.0,0.0,2,0
France,Male,44.0,0.0,1,0
France,Male,42.0,0.0,1,0
France,Male,51.0,0.0,1,0
France,Female,40.0,0.0,1,1
France,Male,38.0,0.0,2,1
France,Female,46.0,0.0,2,0
France,Male,40.0,103835.52,1,0
France,Male,32.0,0.0,2,0
France,Male,58.0,0.0,2,0
France,Female,34.0,0.0,2,0
France,Male,40.0,0.0,2,0
France,Female,42.0,143390.78,1,0
France,Male,37.0,103897.31,2,0
France,Female,48.0,0.0,2,1
France,Female,42.0,146093.65,1,0
France,Male,32.0,0.0,2,0
France,Male,40.0,0.0,2,1
France,Male,30.0,125919.35,1,0
France,Female,26.0,139584.57,3,0
France,Male,40.0,102763.67,1,0
France,Male,35.0,0.0,2,0
France,Male,26.0,100275.88,1,0
France,Female,48.0,0.0,1,1
France,Male,38.0,140278.99,3,0
France,Male,37.0,123761.68,1,0
France,Male,25.0,0.0,2,0
France,Female,46.0,0.0,2,0
France,Female,31.0,0.0,1,1
France,Male,32.0,0.0,2,0
France,Female,22.0,139096.85,1,0
France,Female,42.0,92606.86,2,1
France,Male,39.0,94598.48,2,0
France,Male,44.0,128601.98,1,1
France,Male,44.0,0.0,1,1
France,Female,33.0,0.0,1,1
France,Male,34.0,132287.8,2,0
France,Male,25.0,137843.8,1,0
France,Male,39.0,0.0,2,0
France,Female,38.0,157780.39,1,1
France,Female,39.0,120811.71,1,0
France,Female,29.0,0.0,1,1
France,Male,35.0,110340.68,1,0
France,Male,46.0,0.0,2,0
France,Male,30.0,0.0,2,0
France,Male,37.0,0.0,2,0
France,Male,48.0,141581.71,1,0
France,Male,30.0,0.0,2,0
France,Female,29.0,0.0,1,0
France,Male,37.0,0.0,2,0
France,Female,36.0,0.0,2,0
France,Female,32.0,0.0,1,1
France,Female,28.0,0.0,2,0
France,Female,33.0,0.0,2,0
France,Male,29.0,0.0,2,0
France,Female,50.0,0.0,1,0
France,Male,31.0,0.0,2,0
France,Male,38.0,0.0,2,0
France,Female,36.0,0.0,2,0
France,Female,33.0,0.0,1,0
France,Male,28.0,0.0,1,0
France,Male,34.0,0.0,2,0
France,Female,29.0,0.0,2,0
France,Male,29.0,121537.56,1,0
France,Female,40.0,98630.11,1,1
France,Male,41.0,0.0,2,0
France,Male,35.0,100486.18,2,0
France,Female,46.0,0.0,2,0
France,Female,35.0,110752.15,2,0
France,Female,41.0,0.0,1,0
France,Female,31.0,0.0,2,0
France,Female,27.0,99705.69,1,0
France,Female,41.0,0.0,2,0
France,Male,33.0,0.0,2,0
France,Female,40.0,111099.79,1,0
France,Male,32.0,0.0,2,0
France,Female,24.0,152926.4,2,0
France,Female,31.0,0.0,2,0
France,Female,66.0,0.0,2,0
France,Male,36.0,0.0,2,0
France,Male,26.0,214346.96,2,0
France,Female,35.0,0.0,2,0
France,Male,35.0,0.0,2,0
France,Male,38.0,130627.66,1,0
France,Female,35.0,119023.28,1,1
France,Female,37.0,104947.12,1,1
France,Male,36.0,0.0,1,0
France,Female,28.0,0.0,1,0
France,Female,34.0,122924.75,1,0
France,Female,43.0,96462.93,1,1
France,Male,33.0,0.0,2,0
France,Male,28.0,0.0,2,0
France,Male,28.0,0.0,2,0
France,Male,31.0,106871.71,1,0
France,Male,37.0,0.0,1,0
France,Female,37.0,105563.0,1,0
France,Female,45.0,109730.22,1,1
France,Female,32.0,0.0,2,1
France,Female,38.0,174701.05,2,0
France,Male,51.0,0.0,2,0
France,Female,58.0,66582.18,2,1
France,Male,35.0,84957.95,1,0
France,Female,73.0,0.0,2,0
France,Male,40.0,0.0,1,0
France,Female,27.0,0.0,1,0
France,Male,39.0,0.0,2,0
France,Male,58.0,104796.54,1,1
France,Female,29.0,0.0,1,1
France,Female,38.0,0.0,1,1
France,Male,35.0,0.0,1,0
France,Female,39.0,0.0,2,0
France,Male,36.0,126619.27,1,0
France,Female,43.0,0.0,1,0
France,Male,38.0,0.0,2,0
France,Male,39.0,132627.7,1,0
France,Male,30.0,0.0,2,0
France,Female,31.0,0.0,2,0
France,Male,41.0,0.0,2,0
France,Male,37.0,112972.57,2,0
France,Male,29.0,142905.51,1,1
France,Female,38.0,130796.33,2,0
France,Female,55.0,139395.08,1,1
France,Male,40.0,121647.51,1,0
France,Female,43.0,0.0,1,1
France,Male,40.0,0.0,2,0
France,Female,25.0,91611.12,1,0
France,Female,37.0,0.0,1,0
France,Male,36.0,108235.91,1,0
France,Female,71.0,0.0,2,1
France,Female,30.0,0.0,2,0
France,Male,59.0,0.0,1,0
France,Male,39.0,0.0,1,1
